Parameter_Ind,Parameter_Dep,pvalue,adj_r_squared
Sand,VisibleHumidic_Like,0.494825572872318,-0.0278304741679649
Sand,Tryptophan_Like,0.657557318349826,-0.04377429249353
Sand,Tyrosine_Like,0.54843129255391,-0.0340648246459374
Sand,del15N,0.347010414542615,-0.00356537441244442
Sand,C_N,0.939287613879688,-0.0552058457513427
Sand,N_percent,0.992287479212323,-0.0555499218897868
Sand,LiveCoral,0.031691701201839,0.188913442964866
Sand,DeadCoral,1.76069671784952e-6,0.712516817576751
Sand,Rubble,0.128425353672689,0.0749612677472231
Sand,dist_to_seep_m,0.0243262306076491,0.209745363050669
Sand,adj_CT_depth_cm,0.0482090475287912,0.155266932853972
Sand,meanRugosity,1.50151883857051e-6,0.738198652598373
dist_to_seep_m,Salinity,0.644340757592771,-0.0427847986600285
dist_to_seep_m,Temperature,0.13205440215007,0.0726746184333019
dist_to_seep_m,TA,0.108337075904785,0.0889463264651701
dist_to_seep_m,pH,0.614261770690269,-0.0403513213975375
dist_to_seep_m,Phosphate_umolL,0.594998705664209,-0.0386538977510344
dist_to_seep_m,Silicate_umolL,0.118248921649414,0.0817440690089053
dist_to_seep_m,NN_umolL,0.645991841643572,-0.0429110117127725
dist_to_seep_m,Ammonia_umolL,0.977477145469369,-0.0555075005835042
dist_to_seep_m,M_C,0.904866400282351,-0.0546946772761445
dist_to_seep_m,HIX,0.457302006833428,-0.0227668776133287
dist_to_seep_m,VisibleHumidic_Like,0.0101034466699087,0.276409925031259
dist_to_seep_m,Tryptophan_Like,0.729667643335333,-0.0483801737248957
dist_to_seep_m,Tyrosine_Like,0.529226383401066,-0.0319560914585499
dist_to_seep_m,del15N,0.333419605791263,-6.34807552191807e-4
dist_to_seep_m,C_N,0.754301274666596,-0.0496663135655757
dist_to_seep_m,N_percent,0.993340900284912,-0.055551355778152
dist_to_seep_m,LiveCoral,0.0623469665384083,0.134339829729032
dist_to_seep_m,DeadCoral,0.212038839661463,0.0342738157161634
dist_to_seep_m,Rubble,0.197805262082971,0.0398296870057392
dist_to_seep_m,Sand,0.0243262306076491,0.209745363050669
dist_to_seep_m,adj_CT_depth_cm,0.971851224627141,-0.0554804849788944
dist_to_seep_m,meanRugosity,0.165904148211246,0.0573797670477766
adj_CT_depth_cm,Salinity,0.523341017130279,-0.0312828016267865
adj_CT_depth_cm,Temperature,0.52372597304078,-0.031327238788968
adj_CT_depth_cm,TA,0.755910486724951,-0.0497455100627597
adj_CT_depth_cm,pH,0.80298972896136,-0.0518096121994811
adj_CT_depth_cm,Phosphate_umolL,0.317885360882645,0.00290488464057725
adj_CT_depth_cm,Silicate_umolL,0.00967068839043451,0.27962107693159
adj_CT_depth_cm,NN_umolL,0.0184849115423391,0.231016389912645
adj_CT_depth_cm,Ammonia_umolL,0.343883643850271,-0.00290425459104493
adj_CT_depth_cm,M_C,0.481989654296758,-0.0261681108298555
adj_CT_depth_cm,HIX,0.664683063295443,-0.0442883006159909
adj_CT_depth_cm,VisibleHumidic_Like,0.5946797809167,-0.0386248446227997
adj_CT_depth_cm,Tryptophan_Like,0.626330883828906,-0.0413587565842639
adj_CT_depth_cm,Tyrosine_Like,0.678697698331437,-0.0452603413418309
adj_CT_depth_cm,del15N,0.15316307103813,0.0605408121339384
adj_CT_depth_cm,C_N,0.0955112852486057,0.0993197454643302
adj_CT_depth_cm,N_percent,0.0556630321515473,0.143591091767685
adj_CT_depth_cm,LiveCoral,0.264362874189008,0.0169333275727027
adj_CT_depth_cm,DeadCoral,8.73761686600962e-4,0.438833641559937
adj_CT_depth_cm,Rubble,0.876357398066502,-0.0540970119209776
adj_CT_depth_cm,Sand,0.0482090475287913,0.155266932853972
adj_CT_depth_cm,dist_to_seep_m,0.971851224627141,-0.0554804849788944
adj_CT_depth_cm,meanRugosity,0.00735146739686857,0.314511174981903
meanRugosity,Salinity,0.695224234503442,-0.0490244060031955
meanRugosity,Temperature,0.500079916733679,-0.0300540981319475
meanRugosity,TA,0.857101220540652,-0.0567458780507732
meanRugosity,pH,0.477218550489995,-0.0269115841225309
meanRugosity,Phosphate_umolL,0.168311263251972,0.0561434806340267
meanRugosity,Silicate_umolL,3.49150422800842e-4,0.511259990494178
meanRugosity,NN_umolL,0.0135858172720832,0.267647552587253
meanRugosity,Ammonia_umolL,0.19089776677471,0.0453823280257546
meanRugosity,M_C,0.400270812637063,-0.0144059082680827
meanRugosity,HIX,0.963432344406021,-0.0586887165708931
meanRugosity,VisibleHumidic_Like,0.877527963606856,-0.0573013951839505
meanRugosity,Tryptophan_Like,0.865104765344296,-0.0569740816964357
meanRugosity,Tyrosine_Like,0.949126217279145,-0.0585624431714706
meanRugosity,del15N,0.404050425546459,-0.015098785242901
meanRugosity,C_N,0.785895736523926,-0.0541010959082051
meanRugosity,N_percent,0.641697684777295,-0.0450261455711367
meanRugosity,LiveCoral,0.155878330869543,0.0627398895438191
meanRugosity,DeadCoral,1.63026533825707e-5,0.655334806212546
meanRugosity,Rubble,0.474922137705703,-0.0265827313932172
meanRugosity,Sand,1.50151883857051e-6,0.738198652598373
meanRugosity,dist_to_seep_m,0.165904148211246,0.0573797670477763
meanRugosity,adj_CT_depth_cm,0.0073514673968686,0.314511174981903
meanRugosity,spRichness,0.00639122350012249,0.324854221663613
