Location,CowTagID,Season,lat,lon,adj_CT_depth_cm,Salinity,Temperature,TA,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL,M_C,HIX,VisibleHumidic_Like,Tryptophan_Like,Tyrosine_Like,del15N,C_N,N_percent
Cabral,C14,Dry,-17.51652597,-149.913031,130.2,0.003321125923517455,0.026193942747053424,0.0052074362505841595,0.01344900236298423,0.09866606249114616,0.2562222218887724,0.24284475313477388,0.16228680223953548,0.3663558925265839,0.11686022291406238,0.14807189994267733,0.12172093757221523,0.24615365472714473,NA,NA,NA
Cabral,C14,Wet,-17.51652597,-149.913031,130.2,0.003343266823539396,0.016001508141693054,0.022128476787673615,0.010417682528922514,0.05383420095451652,0.6271324626482931,0.16450912112023167,0.8159470617654457,NA,NA,NA,NA,NA,NA,NA,NA
Cabral,C15,Dry,-17.51721597,-149.913056,110.9,9.757234458210397e-4,0.017472304753641362,0.0044513451040550855,0.0141431390432925,0.13468700594029479,0.08799551054765932,0.14946972610447348,0.12856486930664493,0.4348651813253744,0.16553421004095611,0.05242680554097092,0.127369851534233,0.20752211694256767,NA,NA,NA
Cabral,C15,Wet,-17.51721597,-149.913056,110.9,0.0013468622149668747,0.012579427178388721,0.0082178389168401,0.00977382564740697,0.09375016736119467,0.2009458327677316,0.2624949855107045,0.6613110950229135,NA,NA,NA,NA,NA,NA,NA,NA
Cabral,C16,Dry,-17.51723299,-149.912976,97.4,0.004316545078353523,0.015663908786524197,0.013454413973579486,0.011132633786787378,0.0888231183368655,0.6543202544978083,0.2699103053454764,1.4382996234938992,0.2783123769282206,0.2876042642212373,0.41162601532193266,0.6786199791581509,0.9263945302051882,NA,NA,NA
Cabral,C16,Wet,-17.51723299,-149.912976,97.4,0.0015033630537153514,0.015109708008453352,0.0050899495779159415,0.012230469290695732,0.1017188366365221,0.30444009552422635,0.14548962284781464,0.6707918790993702,NA,NA,NA,NA,NA,NA,NA,NA
Cabral,C17,Dry,-17.51721203,-149.912771,112,0.0025971294351181512,0.019174008584912295,0.015053882461107181,0.010042622824083155,0.29342343714284747,0.35598787212619076,0.48075010815131736,1.0634307620743517,0.2852800925010888,0.24429132307049273,0.2862300606444447,0.737410481676812,1.026356739726777,NA,NA,NA
Cabral,C17,Wet,-17.51721203,-149.912771,112,0.0025010162443158054,0.01889473094686542,0.014354595497619508,0.008981692086910364,0.1650066346713402,0.29748034255885597,0.16530542511555885,0.8246745462158148,NA,NA,NA,NA,NA,NA,NA,NA
Cabral,C18,Dry,-17.51757103,-149.912982,103.7,0.005021396943991164,0.013099372354043718,0.010316733168148552,0.0029638952259713578,0.12345679012345677,0.4716223196467724,0.1828829914749929,1.027974906349255,0.23752023760151464,0.34786307570178804,0.18042297659802886,0.7709290048091986,1.0150828582536748,NA,NA,NA
Cabral,C18,Wet,-17.51757103,-149.912982,103.7,0.001339617031874909,0.01004110769943469,0.007003438383719949,0.008210079610310566,0.12484519907541983,0.496772428053871,0.29668927214896706,0.9976374166637739,NA,NA,NA,NA,NA,NA,NA,NA
Cabral,C19,Dry,-17.51770397,-149.912893,79.1,0.003357468579176658,0.011685856691177925,0.0126169569423834,0.002882423938821839,0.08056050267762217,0.3695457586256369,0.0833234708167791,0.6185074294858697,0.254882652448359,0.26102182814277647,0.1360543679450621,0.7008998046073115,0.9800506765285809,NA,NA,NA
Cabral,C19,Wet,-17.51770397,-149.912893,79.1,0.002026824759012275,0.011597417524024961,0.007242002344368174,0.009791013214033494,0.16445133399533365,0.6152023693360653,0.3225626092066213,0.6748712562937114,NA,NA,NA,NA,NA,NA,NA,NA
Cabral,C20,Dry,-17.51692303,-149.912724,60.29999999999999,0.001741720173315504,0.02463794893640434,0.013740335762802347,0.00861407982908867,0.06213855502280451,0.2869877637549759,0.4774061862467501,0.649909433281395,0.2326516244087742,1.3294719282242495,0.29642322764974594,1.1314925555247437,1.0226038248250677,NA,NA,NA
Cabral,C20,Wet,-17.51692303,-149.912724,60.29999999999999,0.001245496045386831,0.024297617511761148,0.018016844340779915,0.01060619991080065,0.1206763628064977,0.28309880322667935,0.23283171918390747,0.8650887572780371,NA,NA,NA,NA,NA,NA,NA,NA
Cabral,CSEEP,Dry,-17.516384,-149.912515,55.9,0.2833743718159862,0.015403688277146044,0.028928355708626615,0.02251112041454635,1.4672946287884272,1.855898964752451,1.6029738650762826,1.389824270628137,0.2112721526222627,0.421315801271078,0.3743139996545794,0.48560621180036806,0.8252615768665079,NA,NA,NA
Cabral,CSEEP,Wet,-17.516384,-149.912515,55.9,0.019501449397772538,0.024585499287440186,0.005390603750745009,0.009127058285041165,0.39881915378509375,0.8846966267295672,0.9416333809226871,0.6078499664035198,NA,NA,NA,NA,NA,NA,NA,NA
