Location,CowTagID,lat,lon,Salinity,TA,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL,M_C,HIX,VisibleHumidic_Like,Tryptophan_Like,Tyrosine_Like,del15N,C_N,N_percent,cluster
Varari,V1,-17.53975298,-149.900506,-0.1909035168475992,-0.43920631726193876,0.16328448950593163,-0.31176386811317697,0.7019439320492346,-0.2641085208012135,-0.9152788259640504,1.5640265890500304,1.2051758401204453,-0.3134331022502026,0.7121385608704014,0.7766261628993243,-0.971906175092932,-0.6594585528699208,0.35788461670619026,1
Varari,V2,-17.53989003,-149.900519,0.0161180516300155,-1.5204766851763685,-0.3857915141611236,0.21231154155358942,0.857789580518957,-0.04330885598341276,1.6111877748728431,0.0023181787167900667,-0.6075430795474763,2.4894553541827618,0.5130053689862321,0.007210244411946793,-0.3954142993724106,-0.5052840231051308,-0.020381406491299197,3
Varari,V3,-17.54012598,-149.90056,-0.7848642186926996,-1.3355865291893527,-0.14811545818744382,0.7568198802055031,0.056122128373685555,0.18305584773728054,-1.3013888243901117,0.15730113665142478,-0.8675508498655431,0.0935509156384465,-0.4502867873048825,-1.4742481089367507,0.03695460741798241,0.335082807744727,-0.752028786235571,3
Varari,V4,-17.54024902,-149.900454,-1.8422240002993728,-0.9571335054046575,-0.8816795995371558,1.2459386918376552,0.1759749406218182,1.253555845463545,-0.10628029102117084,-0.7999315951495739,-0.38278158330147843,1.5333571076335193,0.5348728983933025,0.15030882334834833,-0.39541429937241,-0.4526826305628797,0.44038107514723207,2
Varari,V5,-17.54025003,-149.900336,-0.7522892104689518,-0.7992708575450684,-0.7815296827636048,0.9027925398077883,1.513358957511315,0.962837733624124,-0.6726299169237971,0.48436587900890193,1.3077206630301197,0.3426458665665869,1.1238902889681777,1.5355202144777749,-0.683660237232671,-2.3132131783407335,2.7169555855213825,2
Varari,V6,-17.54002498,-149.900106,-1.2775012811199156,0.07545089512501496,-0.2879822268618256,0.034257987141769676,0.015026789340294212,0.27144509750082113,-1.0259655306445712,-0.06231180813288313,-0.3458809734119496,-0.8865645395854759,0.16877507814088655,0.27663506456624565,-0.9719061750929332,-0.11889361811638136,-0.4478217409239909,3
Varari,V7,-17.54004803,-149.899985,-1.0055479830874237,-1.1358782999105186,-0.24323631011591185,0.16072692748706927,-0.06336850479540396,0.2599716811813496,-0.6107757123536738,-2.057007428647656,-0.18591898053993683,-0.5220065318681665,0.5717672665674487,-0.36131534449620506,-1.4042750818833243,0.7571070350291031,-0.7432971806699671,3
Varari,V8,-17.54014903,-149.899896,0.3224371657008337,-1.1919659523804085,-0.4184340543377729,0.30522438013430875,1.597707122363827,1.3427083607027062,-0.825166202506696,0.1159306645196783,0.3557415300205146,0.11091728812892257,-0.15006642247507732,0.4515404840894174,-1.692521019743586,1.1454933104299727,-2.537013591944676,2
Varari,V9,-17.540245,-149.899765,-1.5190534709885015,-0.8410167883673749,-0.4100745172184182,0.9260418375690767,-0.6410649739652444,0.4623874205257833,-1.0682307592716778,-0.2237042767613934,-0.26451107956270997,-1.5269165398271372,-0.09150260900581485,-0.47777746010381844,0.036954607417981775,-1.5194790289666718,0.9871036885049145,3
Varari,V10,-17.54030501,-149.899788,-0.5458965547085511,-0.5835318274526723,-0.6151045692966307,0.6672176993012154,0.4171106528464486,1.1237993218567193,-1.3673807972239618,0.7933321713204009,0.12599900934761457,-0.600601302095053,0.8828393894675977,0.5818547871613837,-0.683660237232671,-0.041079165105125146,0.1628996272441699,2
Varari,V11,-17.54019303,-149.900068,-0.059185065400775054,0.04901847009116659,-0.7993644195799969,0.15682568319722737,2.244520218227046,0.8938717528418711,0.11918316744905455,-1.5744407119260764,-0.28601641548972434,0.08247881560319036,0.09939519916509026,0.16775159271105283,-0.2512913304422792,-0.07051670425965506,-0.4615138921120987,2
Varari,V12,-17.54030996,-149.900112,-0.46427660973648366,-1.1357990476156472,-0.9857697929943691,0.955520126563497,0.9941834697718641,0.8813703717211709,-0.2595452245526689,-1.0349463397773229,-0.20853618981655184,0.31702489702040937,0.7548199810892282,0.6406884275799083,3.7841517996013794,-0.2861055864017253,0.04831719908451214,2
Varari,V13,-17.540749,-149.899133,-1.7362290516573675,-0.4549196107587599,-0.3276467168324647,0.7793156421463154,-1.2674317160112096,0.08611697336963345,1.0189768439943687,0.17480191895720057,0.5881879344562346,-0.9768162794788073,0.1131009153305971,0.3302330193110247,0.1810775763481126,0.7941197404584407,-1.003964172959126,3
Varari,V14,-17.54039696,-149.899396,-1.0455447784327503,-0.10113579570472284,-0.0656871140360746,0.41500610973879554,-0.9981277110023535,0.01336206457191371,-0.9038566207798835,1.3606660509343935,0.7504971920755507,-0.24379017215902132,0.6534251515732948,0.9034707059887644,0.32520054527824405,-1.1183535714171662,1.4647328892573872,3
Varari,V15,-17.54014299,-149.900183,-0.3958309219133261,-0.4111416743196804,-0.5219706210118257,0.8411207893736917,1.89938397779141,0.7822795685804956,0.7288566931123647,0.3238143047233532,0.18046788215084322,-1.09578821221971,0.4882054133877495,1.1953799335581965,3.495905861741119,-0.17767551118362296,-0.5653220925414729,2
Varari,V16,-17.54029797,-149.900492,-1.516129237621763,-1.1078310544649066,-0.812337541028718,0.1359683893208312,-1.0486491284250774,0.5548657412176842,-0.5179500401629774,1.0965011579733843,0.4957570305485624,1.3172206055377977,0.581085297407076,0.7217137608626234,0.036954607417981775,-1.2364211059234296,1.0577084868140836,2
Varari,V17,-17.54031901,-149.899572,2.533980302694768,-0.42101005178521583,-2.8826010246220677,-0.19560719851261027,1.0706530501384726,-0.17629938119034438,-1.9634986743699934,0.961258878159603,0.3681011955552749,-0.6959491907036093,0.5417913860284757,0.8310445230399952,-0.1071683615121484,0.6963543538288287,-1.3980332484150637,1
Varari,V18,-17.54019697,-149.899906,0.7851724707736929,-0.11987090457036005,-0.46003789240987364,1.2304976597588309,2.083029332008432,0.8953109726023315,3.5098817501677866,0.05181087277565582,0.5062564277072547,-0.05728468263356227,0.5703079832869896,0.6097671077234559,0.1810775763481126,0.6791009880728202,-1.6785834855388335,2
Varari,V19,-17.54050802,-149.89978,-0.817938850993049,-0.6564104254967938,-0.6122692112362467,0.7572671619498311,-1.1869706261812332,0.6721200601212377,0.4415051846163687,-1.096324732429919,-0.3237649250873404,0.4730131777720619,0.7739489229750872,0.7251332228720289,-0.1071683615121484,0.6194167580279771,-0.9375815490926565,2
