Location,CowTagID,lat,lon,adj_CT_depth_cm,Salinity,TA,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL,M_C,HIX,VisibleHumidic_Like,Tryptophan_Like,Tyrosine_Like,del15N,C_N,N_percent
Cabral,C12,-17.51595701,-149.913303,82.19999999999999,0.004805311254417035,0.01908433839714454,0.00688462310108667,0.17443309001505114,0.46085258041423083,0.5600015761966134,0.9175973286560593,0.23563223495521468,0.2633516043154971,0.24447292405314083,0.5613672550954064,0.9208011086445944,0.1069044967649697,0.09630512757306937,0.06858269112991432
Cabral,C13,-17.51557102,-149.913136,69.80000000000001,0.010830594567308088,0.01889458282272583,0.013237329168332538,0.19807569776759687,0.21976856243348855,0.2871634273294937,0.9646295890386125,0.26878694342282566,0.30930085983709765,0.20610156656198714,0.4481917572060106,0.8394674624138936,0.1105908587223825,0.060250013748879304,0.026465985292121297
Cabral,C14,-17.51652597,-149.913031,130.2,0.00491556900144284,0.01783422268298643,0.010193872905859153,0.08781408433706908,0.5467314508113765,0.19174844302966335,0.738997373439783,0.3663558925265839,0.11686022291406238,0.14807189994267733,0.12172093757221523,0.24615365472714473,0.031616190581284995,0.039005295240260855,0.02165869862262983
Cabral,C15,-17.51721597,-149.913056,110.9,0.005633557818342276,0.006672602689854075,0.010079068659673639,0.09484770993047743,0.2605220938640347,0.29301513756852116,0.6617848291142756,0.4348651813253744,0.16553421004095611,0.05242680554097092,0.127369851534233,0.20752211694256767,0.016839058026988783,0.04195269769542007,0.07134614513534336
Cabral,C16,-17.51723299,-149.912976,97.4,0.008998511239465327,0.01323724250645849,0.010854008923932967,0.08849051190168679,0.6778522206607552,0.3058053243291691,0.9699767260163361,0.2783123769282206,0.2876042642212373,0.41162601532193266,0.6786199791581509,0.9263945302051882,0,0.24756360441497974,0.22079081214539628
Cabral,C17,-17.51721203,-149.912771,112,0.006071442491062685,0.01759118998266478,0.008957269398044823,0.2327562755920403,0.4128220001062439,0.3412003370157262,1.0064939382208011,0.2852800925010888,0.24429132307049273,0.2862300606444447,0.737410481676812,1.026356739726777,0.06681531047810607,0.00478557307929452,0.026027107886345897
Cabral,C18,-17.51757103,-149.912982,103.7,0.0057928142814914025,0.010615125260669857,0.005763078107013182,0.12506549045054713,0.5136480014063267,0.31278239227746896,1.0926644727303685,0.23752023760151464,0.34786307570178804,0.18042297659802886,0.7709290048091986,1.0150828582536748,0.05090690322141414,0.02160571762545658,0.04270308199788758
Cabral,C19,-17.51770397,-149.912893,79.1,0.0049369215572644554,0.015052344100969254,0.006821111118917744,0.12779128114402635,0.4731882827049945,0.2459078963199956,0.7091943796636876,0.254882652448359,0.26102182814277647,0.1360543679450621,0.7008998046073115,0.9800506765285809,0.08223422828074597,0.06899334290687524,0.0033105238949171466
Cabral,C20,-17.51692303,-149.912724,60.29999999999999,0.0057305168405110294,0.023658900355783666,0.008951063114159824,0.18017126472859782,0.31602517497988275,0.3859569917445977,0.8116988249682191,0.2326516244087742,1.3294719282242495,0.29642322764974594,1.1314925555247437,1.0226038248250677,0.07746702664128242,0.07357232207570732,0.007556410998808496
Cabral,CSEEP,-17.516384,-149.912515,55.9,0.22861690474440827,0.02429546369928718,0.019076794722001793,1.6719820682338076,2.233846296281067,1.906357360759223,1.1189868309978896,0.2112721526222627,0.421315801271078,0.3743139996545794,0.48560621180036806,0.8252615768665079,0.21140930297988736,0.13867493048979512,0.12819219419000863
